#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.4601  -50.6105  -50.6101  -50.6041  -46.2552  -46.2503  -46.2497  -11.9782  -11.0573   -5.1296   -4.3306   -3.9925   -3.7427   -3.1618   -3.1553   -2.8329   -2.4651   -1.9329   -1.0083   -0.6651    0.4264    0.9363    1.0312    1.5811    1.9560
  0.5061  -50.6106  -50.6101  -50.6041  -46.2552  -46.2505  -46.2497  -11.8840  -11.0355   -4.9884   -4.5608   -4.0584   -3.7426   -3.1841   -3.1454   -2.9358   -2.5364   -2.0312   -1.0252   -0.7966    0.3982    0.9517    1.0553    1.5822    1.9860
  0.5521  -50.6106  -50.6101  -50.6041  -46.2552  -46.2506  -46.2498  -11.7868  -11.0175   -4.8690   -4.7652   -4.1071   -3.7454   -3.2235   -3.1282   -3.0240   -2.5840   -2.1279   -1.0408   -0.9389    0.3748    0.9657    1.0769    1.5489    2.0178
  0.5981  -50.6107  -50.6101  -50.6041  -46.2551  -46.2507  -46.2498  -11.6884  -11.0049   -5.0331   -4.6682   -4.1467   -3.7504   -3.2890   -3.1036   -3.0810   -2.6180   -2.2219   -1.0870   -1.0549    0.3557    0.9792    1.0928    1.4875    2.0491
  0.6441  -50.6108  -50.6101  -50.6041  -46.2551  -46.2508  -46.2498  -11.5912  -10.9992   -5.2299   -4.5169   -4.1780   -3.7569   -3.3705   -3.1112   -3.0724   -2.6458   -2.3119   -1.2349   -1.0673    0.3404    0.9920    1.0975    1.4173    2.0778
  0.6901  -50.6108  -50.6101  -50.6040  -46.2551  -46.2509  -46.2498  -11.4978  -11.0014   -5.4006   -4.3756   -4.1953   -3.7639   -3.4504   -3.1280   -3.0357   -2.6720   -2.3965   -1.3752   -1.0777    0.3285    1.0040    1.0837    1.3613    2.1028
  0.7361  -50.6109  -50.6101  -50.6040  -46.2551  -46.2509  -46.2498  -11.4114  -11.0122   -5.5387   -4.2900   -4.1620   -3.7704   -3.5192   -3.1385   -2.9956   -2.6986   -2.4739   -1.4992   -1.0860    0.3195    1.0145    1.0513    1.3316    2.1231
  0.7821  -50.6109  -50.6102  -50.6040  -46.2551  -46.2510  -46.2498  -11.3365  -11.0303   -5.6403   -4.2808   -4.0682   -3.7758   -3.5726   -3.1453   -2.9556   -2.7247   -2.5403   -1.5971   -1.0920    0.3132    1.0140    1.0227    1.3217    2.1379
  0.8281  -50.6109  -50.6102  -50.6040  -46.2551  -46.2510  -46.2499  -11.2807  -11.0508   -5.7024   -4.2854   -3.9904   -3.7792   -3.6077   -3.1493   -2.9231   -2.7454   -2.5886   -1.6600   -1.0957    0.3095    0.9863    1.0279    1.3202    2.1470
  0.8741  -50.6109  -50.6102  -50.6040  -46.2551  -46.2510  -46.2499  -11.2584  -11.0611   -5.7233   -4.2876   -3.9610   -3.7804   -3.6203   -3.1506   -2.9097   -2.7534   -2.6072   -1.6817   -1.0969    0.3082    0.9763    1.0297    1.3203    2.1500
  0.8741  -50.6109  -50.6102  -50.6040  -46.2551  -46.2510  -46.2499  -11.2584  -11.0611   -5.7233   -4.2876   -3.9610   -3.7804   -3.6203   -3.1506   -2.9097   -2.7534   -2.6072   -1.6817   -1.0969    0.3082    0.9763    1.0297    1.3203    2.1500
  0.9007  -50.6109  -50.6102  -50.6040  -46.2551  -46.2510  -46.2499  -11.2576  -11.0606   -5.7219   -4.2885   -3.9598   -3.7809   -3.6180   -3.1611   -2.9079   -2.7629   -2.5978   -1.6813   -1.1027    0.3152    0.9756    1.0289    1.3203    2.1204
  0.9272  -50.6109  -50.6102  -50.6040  -46.2551  -46.2510  -46.2499  -11.2552  -11.0590   -5.7178   -4.2912   -3.9559   -3.7823   -3.6114   -3.1926   -2.9024   -2.7841   -2.5763   -1.6801   -1.1200    0.3353    0.9736    1.0266    1.3203    2.0460
  0.9538  -50.6109  -50.6102  -50.6040  -46.2551  -46.2510  -46.2499  -11.2512  -11.0565   -5.7110   -4.2955   -3.9495   -3.7840   -3.6010   -3.2445   -2.8933   -2.8070   -2.5516   -1.6782   -1.1485    0.3666    0.9704    1.0229    1.3202    1.9515
  0.9804  -50.6109  -50.6102  -50.6040  -46.2551  -46.2510  -46.2499  -11.2457  -11.0530   -5.7017   -4.3014   -3.9407   -3.7854   -3.5878   -3.3148   -2.8805   -2.8268   -2.5281   -1.6759   -1.1873    0.4061    0.9665    1.0179    1.3201    1.8534
  1.0069  -50.6109  -50.6102  -50.6040  -46.2551  -46.2510  -46.2499  -11.2387  -11.0487   -5.6899   -4.3086   -3.9297   -3.7861   -3.5727   -3.3999   -2.8642   -2.8428   -2.5074   -1.6733   -1.2357    0.4500    0.9626    1.0120    1.3200    1.7599
  1.0335  -50.6109  -50.6102  -50.6040  -46.2551  -46.2510  -46.2500  -11.2302  -11.0438   -5.6760   -4.3169   -3.9166   -3.7857   -3.5564   -3.4957   -2.8556   -2.8445   -2.4896   -1.6708   -1.2922    0.4938    0.9598    1.0055    1.3196    1.6750
  1.0601  -50.6109  -50.6103  -50.6040  -46.2550  -46.2509  -46.2500  -11.2204  -11.0385   -5.6603   -4.3260   -3.9017   -3.7840   -3.5981   -3.5396   -2.8663   -2.8215   -2.4747   -1.6687   -1.3554    0.5326    0.9599    0.9989    1.3189    1.6000
  1.0866  -50.6109  -50.6103  -50.6040  -46.2550  -46.2509  -46.2500  -11.2094  -11.0329   -5.6431   -4.3358   -3.8858   -3.7810   -3.7032   -3.5229   -2.8755   -2.7954   -2.4623   -1.6674   -1.4234    0.5615    0.9650    0.9928    1.3179    1.5352
  1.1132  -50.6109  -50.6103  -50.6040  -46.2550  -46.2509  -46.2501  -11.1972  -11.0273   -5.6249   -4.3459   -3.8732   -3.8040   -3.7766   -3.5069   -2.8838   -2.7666   -2.4521   -1.6674   -1.4940    0.5764    0.9769    0.9879    1.3161    1.4800
  1.1397  -50.6108  -50.6103  -50.6040  -46.2550  -46.2509  -46.2501  -11.1840  -11.0220   -5.6062   -4.3561   -3.9240   -3.8379   -3.7711   -3.4921   -2.8916   -2.7355   -2.4439   -1.6693   -1.5650    0.5756    0.9848    0.9958    1.3134    1.4333
  1.1663  -50.6108  -50.6104  -50.6040  -46.2550  -46.2508  -46.2502  -11.1698  -11.0174   -5.5878   -4.3661   -4.0194   -3.8215   -3.7644   -3.4789   -2.8991   -2.7026   -2.4375   -1.6736   -1.6339    0.5603    0.9840    1.0200    1.3093    1.3940
  1.1929  -50.6108  -50.6104  -50.6040  -46.2550  -46.2508  -46.2502  -11.1550  -11.0137   -5.5703   -4.3758   -4.1107   -3.8020   -3.7569   -3.4677   -2.9063   -2.6687   -2.4330   -1.6983   -1.6809    0.5334    0.9862    1.0467    1.3031    1.3610
  1.2194  -50.6108  -50.6104  -50.6040  -46.2550  -46.2508  -46.2503  -11.1395  -11.0112   -5.5546   -4.3850   -4.1932   -3.7821   -3.7488   -3.4588   -2.9133   -2.6347   -2.4304   -1.7554   -1.6918    0.4990    0.9916    1.0731    1.2940    1.3334
  1.2460  -50.6108  -50.6105  -50.6040  -46.2550  -46.2507  -46.2503  -11.1236  -11.0105   -5.5415   -4.3935   -4.2647   -3.7630   -3.7404   -3.4524   -2.9199   -2.6016   -2.4298   -1.8028   -1.7067    0.4610    1.0003    1.0968    1.2816    1.3101
  1.2725  -50.6107  -50.6105  -50.6040  -46.2550  -46.2507  -46.2504  -11.1075  -11.0118   -5.5315   -4.4011   -4.3235   -3.7455   -3.7321   -3.4484   -2.9260   -2.5704   -2.4316   -1.8382   -1.7260    0.4235    1.0126    1.1156    1.2664    1.2905
  1.2991  -50.6107  -50.6105  -50.6040  -46.2550  -46.2507  -46.2504  -11.0914  -11.0155   -5.5249   -4.4077   -4.3686   -3.7305   -3.7243   -3.4467   -2.9313   -2.5420   -2.4363   -1.8596   -1.7493    0.3901    1.0284    1.1263    1.2515    1.2741
  1.3257  -50.6107  -50.6106  -50.6040  -46.2550  -46.2506  -46.2505  -11.0754  -11.0220   -5.5214   -4.4132   -4.3994   -3.7188   -3.7177   -3.4467   -2.9356   -2.5167   -2.4444   -1.8659   -1.7761    0.3640    1.0472    1.1256    1.2419    1.2607
  1.3522  -50.6107  -50.6106  -50.6040  -46.2550  -46.2506  -46.2505  -11.0597  -11.0316   -5.5204   -4.4174   -4.4163   -3.7127   -3.7116   -3.4476   -2.9384   -2.4944   -2.4567   -1.8572   -1.8051    0.3474    1.0687    1.1128    1.2400    1.2503
  1.3788  -50.6107  -50.6106  -50.6040  -46.2550  -46.2506  -46.2506  -11.0446  -11.0446   -5.5204   -4.4202   -4.4202   -3.7100   -3.7100   -3.4481   -2.9394   -2.4740   -2.4740   -1.8346   -1.8346    0.3417    1.0918    1.0918    1.2434    1.2434
  1.3788  -50.6107  -50.6106  -50.6040  -46.2550  -46.2506  -46.2506  -11.0446  -11.0446   -5.5204   -4.4202   -4.4202   -3.7100   -3.7100   -3.4481   -2.9394   -2.4740   -2.4740   -1.8346   -1.8346    0.3417    1.0918    1.0918    1.2434    1.2434
  1.4319  -50.6107  -50.6106  -50.6040  -46.2550  -46.2506  -46.2505  -11.0817  -11.0168   -5.5167   -4.4214   -4.3953   -3.7275   -3.7123   -3.4438   -2.9347   -2.5251   -2.4336   -1.8868   -1.7550    0.3645    1.0417    1.1335    1.2475    1.2538
  1.4850  -50.6107  -50.6105  -50.6040  -46.2550  -46.2507  -46.2504  -11.1347  -10.9934   -5.4963   -4.4156   -4.3392   -3.7783   -3.7226   -3.4278   -2.9195   -2.5970   -2.3863   -1.9189   -1.6426    0.4288    0.9931    1.1487    1.2610    1.2927
  1.5382  -50.6107  -50.6104  -50.6040  -46.2550  -46.2507  -46.2503  -11.2034  -10.9758   -5.4479   -4.4019   -4.2675   -3.8633   -3.7331   -3.3997   -2.8945   -2.6807   -2.3277   -1.9251   -1.5097    0.5208    0.9541    1.1426    1.2625    1.3690
  1.5913  -50.6107  -50.6104  -50.6040  -46.2550  -46.2507  -46.2502  -11.2869  -10.9649   -5.3650   -4.3797   -4.2026   -3.9683   -3.7348   -3.3616   -2.8629   -2.7638   -2.2573   -1.9067   -1.3644    0.6150    0.9367    1.1278    1.2580    1.4577
  1.6444  -50.6108  -50.6103  -50.6040  -46.2551  -46.2507  -46.2501  -11.3829  -10.9614   -5.2450   -4.3487   -4.2236   -4.0153   -3.7212   -3.3154   -2.8465   -2.8199   -2.1761   -1.8670   -1.2121    0.6744    0.9602    1.1074    1.2476    1.5484
  1.6975  -50.6107  -50.6103  -50.6040  -46.2551  -46.2507  -46.2500  -11.4885  -10.9655   -5.0882   -4.3653   -4.3096   -3.9659   -3.6887   -3.2611   -2.9063   -2.7880   -2.0855   -1.8095   -1.0571    0.6871    1.0190    1.0811    1.2334    1.6323
  1.7507  -50.6107  -50.6102  -50.6040  -46.2551  -46.2506  -46.2499  -11.6004  -10.9768   -4.8976   -4.5396   -4.2639   -3.9028   -3.6367   -3.1972   -2.9591   -2.7525   -1.9865   -1.7380   -0.9031    0.6785    1.0478    1.0769    1.2217    1.7001
  1.8038  -50.6106  -50.6102  -50.6041  -46.2551  -46.2505  -46.2499  -11.7153  -10.9945   -4.7323   -4.6655   -4.2136   -3.8474   -3.5680   -3.1198   -3.0017   -2.7168   -1.8802   -1.6573   -0.7540    0.6675    1.0071    1.1052    1.2301    1.7429
  1.8569  -50.6106  -50.6101  -50.6041  -46.2552  -46.2504  -46.2498  -11.8298  -11.0175   -4.9030   -4.4292   -4.1610   -3.8039   -3.4893   -3.0347   -3.0228   -2.6783   -1.7675   -1.5732   -0.6142    0.6611    0.9598    1.0961    1.2711    1.7546
  1.9100  -50.6105  -50.6101  -50.6041  -46.2552  -46.2503  -46.2497  -11.9411  -11.0444   -5.0731   -4.1722   -4.1077   -3.7713   -3.4099   -3.0592   -2.8990   -2.6310   -1.6494   -1.4917   -0.4887    0.6609    0.9081    1.0694    1.3330    1.7347
  1.9632  -50.6104  -50.6100  -50.6041  -46.2552  -46.2502  -46.2497  -12.0467  -11.0737   -5.2318   -4.0550   -3.9250   -3.7386   -3.3378   -3.0764   -2.7445   -2.5646   -1.5270   -1.4179   -0.3844    0.6659    0.8560    1.0370    1.4102    1.6902
  2.0163  -50.6103  -50.6100  -50.6041  -46.2552  -46.2500  -46.2496  -12.1442  -11.1038   -5.3760   -4.0042   -3.7910   -3.6204   -3.2766   -3.0876   -2.5610   -2.4621   -1.4019   -1.3551   -0.3092    0.6734    0.8085    1.0034    1.5012    1.6345
  2.0694  -50.6102  -50.6099  -50.6042  -46.2553  -46.2499  -46.2496  -12.2321  -11.1332   -5.5039   -3.9563   -3.7737   -3.4352   -3.2262   -3.0945   -2.3551   -2.3037   -1.3043   -1.2768   -0.2714    0.6807    0.7699    0.9704    1.5858    1.6027
  2.1225  -50.6101  -50.6099  -50.6042  -46.2553  -46.2498  -46.2495  -12.3087  -11.1606   -5.6140   -3.9124   -3.7747   -3.2947   -3.1853   -3.0983   -2.1355   -2.0800   -1.2635   -1.1552   -0.2762    0.6857    0.7402    0.9387    1.5644    1.7084
  2.1756  -50.6100  -50.6099  -50.6042  -46.2553  -46.2497  -46.2495  -12.3728  -11.1847   -5.7053   -3.8740   -3.7805   -3.2054   -3.1527   -3.1002   -1.9119   -1.8083   -1.2273   -1.0425   -0.3222    0.6870    0.7151    0.9081    1.5882    1.8097
  2.2288  -50.6100  -50.6099  -50.6042  -46.2553  -46.2496  -46.2495  -12.4236  -11.2045   -5.7770   -3.8423   -3.7874   -3.1530   -3.1278   -3.1007   -1.6947   -1.5341   -1.1788   -0.9454   -0.4012    0.6835    0.6911    0.8779    1.6661    1.8978
  2.2819  -50.6099  -50.6099  -50.6042  -46.2554  -46.2495  -46.2494  -12.4604  -11.2192   -5.8286   -3.8186   -3.7934   -3.1242   -3.1102   -3.1001   -1.4973   -1.3500   -1.0628   -0.8720   -0.4985    0.6696    0.6738    0.8481    1.7935    1.9648
  2.3350  -50.6099  -50.6098  -50.6042  -46.2554  -46.2495  -46.2494  -12.4826  -11.2283   -5.8598   -3.8039   -3.7975   -3.1115   -3.0996   -3.0978   -1.3432   -1.2912   -0.8959   -0.8307   -0.5875    0.6547    0.6585    0.8235    1.9435    1.9977
  2.3881  -50.6099  -50.6098  -50.6042  -46.2554  -46.2494  -46.2494  -12.4900  -11.2313   -5.8701   -3.7990   -3.7989   -3.1087   -3.0961   -3.0961   -1.2793   -1.2793   -0.8209   -0.8209   -0.6254    0.6493    0.6493    0.8136    1.9445    2.0279
