#K-Path(1/A)   Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  60  24
# Band-Index:    1
   1.29911     -3.724350     -3.724350
   1.32567     -3.717701     -3.717701
   1.35223     -3.711627     -3.711627
   1.37879     -3.709976     -3.709976
   1.37879     -3.709976     -3.709976
   1.43192     -3.712257     -3.712257
   1.48504     -3.722566     -3.722566
   1.53817     -3.733064     -3.733064
   1.59129     -3.734794     -3.734794
   1.64441     -3.721201     -3.721201
   1.69754     -3.688705     -3.688705
   1.75066     -3.636702     -3.636702
   1.80378     -3.567990     -3.567990
   1.85691     -3.489267     -3.489267
   1.91003     -3.409870     -3.409870
   1.96315     -3.337824     -3.337824
   2.01628     -3.276649     -3.276649
   2.06940     -3.226240     -3.226240
   2.12252     -3.185314     -3.185314
   2.17565     -3.152741     -3.152741
   2.22877     -3.127811     -3.127811
   2.28190     -3.110153     -3.110153
   2.33502     -3.099594     -3.099594
   2.38814     -3.096079     -3.096079
 
# Band-Index:   14
   2.38814     -3.096074     -3.096074
   2.33502     -3.097827     -3.097827
   2.28190     -3.100084     -3.100084
   2.22877     -3.100711     -3.100711
   2.17565     -3.100165     -3.100165
   2.12252     -3.098315     -3.098315
   2.06940     -3.094487     -3.094487
   2.01628     -3.087620     -3.087620
   1.96315     -3.076356     -3.076356
   1.91003     -3.059191     -3.059191
   1.85691     -3.034700     -3.034700
   1.80378     -3.119809     -3.119809
   1.75066     -3.197201     -3.197201
   1.69754     -3.261131     -3.261131
   1.64441     -3.315401     -3.315401
   1.59129     -3.361627     -3.361627
   1.53817     -3.399657     -3.399657
   1.48504     -3.427798     -3.427798
   1.43192     -3.443834     -3.443834
   1.37879     -3.448127     -3.448127
   1.37879     -3.448127     -3.448127
   1.35223     -3.447582     -3.447582
   1.32567     -3.446744     -3.446744
   1.29911     -3.446732     -3.446732
   1.27255     -3.448419     -3.448419
   1.24599     -3.452363     -3.452363
   1.21942     -3.458800     -3.458800
   1.19286     -3.467715     -3.467715
   1.16630     -3.478926     -3.478926
   1.13974     -3.492127     -3.492127
   1.11318     -3.506935     -3.506935
   1.08661     -3.522915     -3.522915
   1.06005     -3.539575     -3.539576
   1.03349     -3.495664     -3.495664
   1.00693     -3.399887     -3.399887
   0.98037     -3.314788     -3.314788
   0.95381     -3.244494     -3.244494
   0.92724     -3.192569     -3.192569
   0.90068     -3.161113     -3.161113
   0.87412     -3.150645     -3.150645
   0.87412     -3.150645     -3.150645
   0.82811     -3.149305     -3.149305
   0.78211     -3.145311     -3.145311
   0.73610     -3.138504     -3.138504
   0.69010     -3.127995     -3.127996
   0.64409     -3.111171     -3.111171
   0.59808     -3.103639     -3.103639
   0.55208     -3.128155     -3.128155
   0.50607     -3.145396     -3.145396
   0.46006     -3.155342     -3.155342
   0.41406     -3.147250     -3.147250
   0.36805     -3.136519     -3.136519
   0.32204     -3.128023     -3.128023
   0.27604     -3.121102     -3.121102
   0.23003     -3.115436     -3.115436
   0.18403     -3.110812     -3.110812
   0.13802     -3.106954     -3.106954
   0.09201     -3.102252     -3.102252
   0.04601     -3.097651     -3.097651
   0.00000     -3.096074     -3.096074
 
# Band-Index:   15
   0.00000     -1.279263     -1.279263
   0.04601     -1.328610     -1.328610
   0.09201     -1.456934     -1.456934
   0.13802     -1.636768     -1.636768
   0.18403     -1.851358     -1.851358
   0.23003     -2.080894     -2.080894
   0.27604     -2.297362     -2.297362
   0.32204     -2.476970     -2.476969
   0.36805     -2.615341     -2.615341
   0.41406     -2.727765     -2.727765
   0.46006     -2.832872     -2.832872
   0.50607     -2.935837     -2.935837
   0.55208     -3.024003     -3.024003
   0.59808     -3.081018     -3.081018
   0.64409     -3.072440     -3.072440
   0.69010     -3.035739     -3.035739
   0.73610     -2.995563     -2.995563
   0.78211     -2.955608     -2.955608
   0.82811     -2.923070     -2.923070
   0.87412     -2.909720     -2.909720
   0.87412     -2.909720     -2.909720
   0.90068     -2.907888     -2.907888
   0.92724     -2.902400     -2.902400
   0.95381     -2.893270     -2.893270
   0.98037     -2.880529     -2.880529
   1.00693     -2.864244     -2.864244
   1.03349     -2.855639     -2.855639
   1.06005     -2.866273     -2.866273
   1.08661     -2.875486     -2.875486
   1.11318     -2.883824     -2.883824
   1.13974     -2.891630     -2.891630
   1.16630     -2.899100     -2.899100
   1.19286     -2.906317     -2.906317
   1.21942     -2.913273     -2.913273
   1.24599     -2.919876     -2.919876
   1.27255     -2.925962     -2.925962
   1.29911     -2.931292     -2.931292
   1.32567     -2.935559     -2.935559
   1.35223     -2.938403     -2.938403
   1.37879     -2.939437     -2.939437
   1.37879     -2.939437     -2.939437
   1.43192     -2.934665     -2.934665
   1.48504     -2.919470     -2.919470
   1.53817     -2.894497     -2.894497
   1.59129     -2.862857     -2.862857
   1.64441     -2.846517     -2.846517
   1.69754     -2.906325     -2.906325
   1.75066     -2.959123     -2.959123
   1.80378     -3.001670     -3.001670
   1.85691     -3.022778     -3.022778
   1.91003     -2.899041     -2.899041
   1.96315     -2.744498     -2.744498
   2.01628     -2.560973     -2.560973
   2.06940     -2.355065     -2.355065
   2.12252     -2.135528     -2.135528
   2.17565     -1.911917     -1.911917
   2.22877     -1.694696     -1.694696
   2.28190     -1.497285     -1.497285
   2.33502     -1.343172     -1.343172
   2.38814     -1.279263     -1.279263
 
# Band-Index:   16
   2.38814     -1.279261     -1.279261
   2.33502     -1.291162     -1.291162
   2.28190     -1.350041     -1.350041
   2.22877     -1.534126     -1.534126
   2.17565     -1.808342     -1.808342
   2.12252     -2.080011     -2.080011
   2.06940     -2.303652     -2.303652
   2.01628     -2.462145     -2.462145
   1.96315     -2.564558     -2.564558
   1.91003     -2.631030     -2.631030
   1.85691     -2.678278     -2.678278
   1.80378     -2.716787     -2.716787
   1.75066     -2.752470     -2.752470
   1.69754     -2.788015     -2.788015
   1.64441     -2.819937     -2.819937
   1.59129     -2.763828     -2.763828
   1.53817     -2.680704     -2.680704
   1.48504     -2.597035     -2.597035
   1.43192     -2.525073     -2.525073
   1.37879     -2.473963     -2.473963
   1.37879     -2.473963     -2.473963
   1.35223     -2.494372     -2.494372
   1.32567     -2.516716     -2.516716
   1.29911     -2.541958     -2.541958
   1.27255     -2.570387     -2.570387
   1.24599     -2.601601     -2.601601
   1.21942     -2.634735     -2.634735
   1.19286     -2.668745     -2.668745
   1.16630     -2.702622     -2.702622
   1.13974     -2.735482     -2.735482
   1.11318     -2.766604     -2.766604
   1.08661     -2.795419     -2.795419
   1.06005     -2.821498     -2.821498
   1.03349     -2.844516     -2.844516
   1.00693     -2.842805     -2.842805
   0.98037     -2.826816     -2.826816
   0.95381     -2.806990     -2.806990
   0.92724     -2.784146     -2.784146
   0.90068     -2.762929     -2.762929
   0.87412     -2.753439     -2.753439
   0.87412     -2.753439     -2.753439
   0.82811     -2.745368     -2.745368
   0.78211     -2.724735     -2.724735
   0.73610     -2.698620     -2.698619
   0.69010     -2.671973     -2.671973
   0.64409     -2.645822     -2.645822
   0.59808     -2.618044     -2.618044
   0.55208     -2.584031     -2.584031
   0.50607     -2.536415     -2.536415
   0.46006     -2.465124     -2.465124
   0.41406     -2.361389     -2.361389
   0.36805     -2.224905     -2.224905
   0.32204     -2.062706     -2.062706
   0.27604     -1.881594     -1.881594
   0.23003     -1.684649     -1.684649
   0.18403     -1.472389     -1.472389
   0.13802     -1.350981     -1.350981
   0.09201     -1.311113     -1.311113
   0.04601     -1.287203     -1.287203
   0.00000     -1.279261     -1.279261
 
# Band-Index:   17
   0.00000     -0.820858     -0.820858
   0.04601     -0.879882     -0.879882
   0.09201     -1.038367     -1.038367
   0.13802     -1.249771     -1.249771
   0.18403     -1.406151     -1.406151
   0.23003     -1.474966     -1.474966
   0.27604     -1.554930     -1.554930
   0.32204     -1.643233     -1.643233
   0.36805     -1.737158     -1.737158
   0.41406     -1.834358     -1.834358
   0.46006     -1.932898     -1.932898
   0.50607     -2.031190     -2.031190
   0.55208     -2.127905     -2.127905
   0.59808     -2.221859     -2.221859
   0.64409     -2.311871     -2.311871
   0.69010     -2.396549     -2.396549
   0.73610     -2.473881     -2.473881
   0.78211     -2.540273     -2.540273
   0.82811     -2.588627     -2.588627
   0.87412     -2.607240     -2.607240
   0.87412     -2.607240     -2.607240
   0.90068     -2.597837     -2.597837
   0.92724     -2.576273     -2.576273
   0.95381     -2.551592     -2.551592
   0.98037     -2.528127     -2.528127
   1.00693     -2.507372     -2.507372
   1.03349     -2.489610     -2.489610
   1.06005     -2.474672     -2.474672
   1.08661     -2.462256     -2.462256
   1.11318     -2.452067     -2.452067
   1.13974     -2.443872     -2.443872
   1.16630     -2.437530     -2.437530
   1.19286     -2.433002     -2.433002
   1.21942     -2.430357     -2.430357
   1.24599     -2.429785     -2.429785
   1.27255     -2.431608     -2.431608
   1.29911     -2.436289     -2.436289
   1.32567     -2.444432     -2.444432
   1.35223     -2.456746     -2.456746
   1.37879     -2.473958     -2.473958
   1.37879     -2.473958     -2.473958
   1.43192     -2.433555     -2.433555
   1.48504     -2.386254     -2.386254
   1.53817     -2.327693     -2.327693
   1.59129     -2.257323     -2.257323
   1.64441     -2.176146     -2.176146
   1.69754     -2.085469     -2.085469
   1.75066     -1.986482     -1.986482
   1.80378     -1.880194     -1.880194
   1.85691     -1.767509     -1.767509
   1.91003     -1.649372     -1.649372
   1.96315     -1.526952     -1.526952
   2.01628     -1.401912     -1.401912
   2.06940     -1.304274     -1.304274
   2.12252     -1.263487     -1.263487
   2.17565     -1.227320     -1.227320
   2.22877     -1.178763     -1.178763
   2.28190     -1.062833     -1.062833
   2.33502     -0.895949     -0.895949
   2.38814     -0.820858     -0.820858
 
# Band-Index:   18
   2.38814     -0.820853     -0.820853
   2.33502     -0.830661     -0.830661
   2.28190     -0.872036     -0.872036
   2.22877     -0.945417     -0.945417
   2.17565     -1.042486     -1.042486
   2.12252     -1.155199     -1.155199
   2.06940     -1.276758     -1.276758
   2.01628     -1.355145     -1.355145
   1.96315     -1.417893     -1.417893
   1.91003     -1.491671     -1.491671
   1.85691     -1.573207     -1.573207
   1.80378     -1.657343     -1.657343
   1.75066     -1.738046     -1.738046
   1.69754     -1.809534     -1.809534
   1.64441     -1.867002     -1.867002
   1.59129     -1.906652     -1.906652
   1.53817     -1.925071     -1.925071
   1.48504     -1.918889     -1.918889
   1.43192     -1.886829     -1.886829
   1.37879     -1.834603     -1.834603
   1.37879     -1.834603     -1.834603
   1.35223     -1.857230     -1.857230
   1.32567     -1.865905     -1.865905
   1.29911     -1.859559     -1.859559
   1.27255     -1.838182     -1.838182
   1.24599     -1.802846     -1.802846
   1.21942     -1.755431     -1.755431
   1.19286     -1.698282     -1.698282
   1.16630     -1.673579     -1.673579
   1.13974     -1.669305     -1.669305
   1.11318     -1.667443     -1.667443
   1.08661     -1.667408     -1.667408
   1.06005     -1.668668     -1.668668
   1.03349     -1.670756     -1.670756
   1.00693     -1.673267     -1.673267
   0.98037     -1.675853     -1.675853
   0.95381     -1.678213     -1.678213
   0.92724     -1.680099     -1.680099
   0.90068     -1.681314     -1.681314
   0.87412     -1.681734     -1.681734
   0.87412     -1.681734     -1.681734
   0.82811     -1.660028     -1.660028
   0.78211     -1.597100     -1.597100
   0.73610     -1.499170     -1.499170
   0.69010     -1.375191     -1.375191
   0.64409     -1.234863     -1.234863
   0.59808     -1.087008     -1.087008
   0.55208     -1.040834     -1.040834
   0.50607     -1.025235     -1.025235
   0.46006     -1.008331     -1.008331
   0.41406     -0.990281     -0.990281
   0.36805     -0.971162     -0.971162
   0.32204     -0.950957     -0.950957
   0.27604     -0.929566     -0.929566
   0.23003     -0.906962     -0.906962
   0.18403     -0.883506     -0.883506
   0.13802     -0.860427     -0.860427
   0.09201     -0.840149     -0.840149
   0.04601     -0.825977     -0.825977
   0.00000     -0.820853     -0.820853
 
# Band-Index:   19
   0.00000     -0.625371     -0.625371
   0.04601     -0.596765     -0.596765
   0.09201     -0.528443     -0.528443
   0.13802     -0.452832     -0.452832
   0.18403     -0.391637     -0.391637
   0.23003     -0.357221     -0.357221
   0.27604     -0.356141     -0.356141
   0.32204     -0.389981     -0.389981
   0.36805     -0.456215     -0.456215
   0.41406     -0.549851     -0.549851
   0.46006     -0.665146     -0.665146
   0.50607     -0.796560     -0.796560
   0.55208     -0.938922     -0.938922
   0.59808     -1.054923     -1.054923
   0.64409     -1.067285     -1.067285
   0.69010     -1.077703     -1.077703
   0.73610     -1.086001     -1.086001
   0.78211     -1.092035     -1.092035
   0.82811     -1.095697     -1.095697
   0.87412     -1.096926     -1.096926
   0.87412     -1.096926     -1.096926
   0.90068     -1.102739     -1.102739
   0.92724     -1.120048     -1.120048
   0.95381     -1.148468     -1.148468
   0.98037     -1.187333     -1.187333
   1.00693     -1.235681     -1.235681
   1.03349     -1.292240     -1.292240
   1.06005     -1.355426     -1.355426
   1.08661     -1.423387     -1.423387
   1.11318     -1.494013     -1.494013
   1.13974     -1.565013     -1.565013
   1.16630     -1.633948     -1.633948
   1.19286     -1.680876     -1.680876
   1.21942     -1.691776     -1.691776
   1.24599     -1.706735     -1.706735
   1.27255     -1.725973     -1.725973
   1.29911     -1.749324     -1.749324
   1.32567     -1.776119     -1.776119
   1.35223     -1.805125     -1.805125
   1.37879     -1.834599     -1.834599
   1.37879     -1.834599     -1.834599
   1.43192     -1.754972     -1.754972
   1.48504     -1.642598     -1.642598
   1.53817     -1.509716     -1.509716
   1.59129     -1.364384     -1.364384
   1.64441     -1.212100     -1.212100
   1.69754     -1.057084     -1.057084
   1.75066     -0.903116     -0.903116
   1.80378     -0.754034     -0.754034
   1.85691     -0.614157     -0.614157
   1.91003     -0.488744     -0.488744
   1.96315     -0.384406     -0.384406
   2.01628     -0.309207     -0.309207
   2.06940     -0.271405     -0.271405
   2.12252     -0.276161     -0.276161
   2.17565     -0.322173     -0.322173
   2.22877     -0.401191     -0.401191
   2.28190     -0.498478     -0.498478
   2.33502     -0.587526     -0.587526
   2.38814     -0.625371     -0.625371
 
# Band-Index:   20
   2.38814      0.649318      0.649318
   2.33502      0.654652      0.654652
   2.28190      0.669621      0.669621
   2.22877      0.683532      0.683532
   2.17565      0.687016      0.687016
   2.12252      0.685706      0.685706
   2.06940      0.680713      0.680713
   2.01628      0.673400      0.673400
   1.96315      0.665888      0.665888
   1.91003      0.660928      0.660928
   1.85691      0.661078      0.661078
   1.80378      0.667489      0.667489
   1.75066      0.678516      0.678516
   1.69754      0.687101      0.687101
   1.64441      0.674446      0.674446
   1.59129      0.615041      0.615041
   1.53817      0.520816      0.520816
   1.48504      0.428819      0.428819
   1.43192      0.364533      0.364533
   1.37879      0.341655      0.341655
   1.37879      0.341655      0.341655
   1.35223      0.347374      0.347374
   1.32567      0.364009      0.364009
   1.29911      0.390139      0.390139
   1.27255      0.423482      0.423482
   1.24599      0.460970      0.460970
   1.21942      0.498952      0.498952
   1.19286      0.533424      0.533424
   1.16630      0.560284      0.560284
   1.13974      0.575628      0.575628
   1.11318      0.576394      0.576394
   1.08661      0.561492      0.561492
   1.06005      0.532639      0.532639
   1.03349      0.493840      0.493840
   1.00693      0.450037      0.450037
   0.98037      0.406131      0.406131
   0.95381      0.366587      0.366587
   0.92724      0.335255      0.335255
   0.90068      0.315151      0.315151
   0.87412      0.308225      0.308225
   0.87412      0.308225      0.308225
   0.82811      0.309471      0.309471
   0.78211      0.313215      0.313215
   0.73610      0.319502      0.319502
   0.69010      0.328470      0.328470
   0.64409      0.340393      0.340393
   0.59808      0.355674      0.355674
   0.55208      0.374793      0.374793
   0.50607      0.398247      0.398247
   0.46006      0.426422      0.426422
   0.41406      0.459366      0.459366
   0.36805      0.496396      0.496396
   0.32204      0.535609      0.535609
   0.27604      0.573698      0.573698
   0.23003      0.606812      0.606812
   0.18403      0.632153      0.632153
   0.13802      0.648410      0.648410
   0.09201      0.654809      0.654809
   0.04601      0.652471      0.652471
   0.00000      0.649318      0.649318
 
# Band-Index:   21
   0.00000      0.649323      0.649323
   0.04601      0.657361      0.657361
   0.09201      0.680144      0.680144
   0.13802      0.714078      0.714078
   0.18403      0.754345      0.754345
   0.23003      0.796031      0.796031
   0.27604      0.835058      0.835059
   0.32204      0.868819      0.868819
   0.36805      0.896422      0.896423
   0.41406      0.918451      0.918451
   0.46006      0.936344      0.936344
   0.50607      0.951694      0.951695
   0.55208      0.965747      0.965747
   0.59808      0.979165      0.979165
   0.64409      0.992046      0.992046
   0.69010      1.004033      1.004033
   0.73610      1.014490      1.014490
   0.78211      1.013952      1.013952
   0.82811      0.986269      0.986269
   0.87412      0.976283      0.976283
   0.87412      0.976283      0.976283
   0.90068      0.975591      0.975591
   0.92724      0.973574      0.973574
   0.95381      0.970428      0.970428
   0.98037      0.966548      0.966548
   1.00693      0.962630      0.962630
   1.03349      0.959832      0.959832
   1.06005      0.959892      0.959892
   1.08661      0.964968      0.964968
   1.11318      0.976856      0.976856
   1.13974      0.984766      0.984766
   1.16630      0.984041      0.984041
   1.19286      0.986187      0.986187
   1.21942      0.991550      0.991550
   1.24599      1.000345      1.000345
   1.27255      1.012639      1.012639
   1.29911      1.028354      1.028354
   1.32567      1.047228      1.047228
   1.35223      1.068727      1.068727
   1.37879      1.091826      1.091826
   1.37879      1.091826      1.091826
   1.43192      1.041717      1.041717
   1.48504      0.993067      0.993067
   1.53817      0.954053      0.954053
   1.59129      0.936711      0.936711
   1.64441      0.960186      0.960186
   1.69754      1.019022      1.019022
   1.75066      1.047774      1.047774
   1.80378      1.007145      1.007145
   1.85691      0.959845      0.959845
   1.91003      0.908129      0.908129
   1.96315      0.855980      0.855980
   2.01628      0.808511      0.808511
   2.06940      0.769883      0.769883
   2.12252      0.740186      0.740186
   2.17565      0.715101      0.715101
   2.22877      0.691115      0.691115
   2.28190      0.673824      0.673824
   2.33502      0.658507      0.658507
   2.38814      0.649323      0.649323
 
# Band-Index:   22
   2.38814      0.813631      0.813631
   2.33502      0.823461      0.823461
   2.28190      0.848077      0.848077
   2.22877      0.877884      0.877884
   2.17565      0.908099      0.908099
   2.12252      0.938655      0.938655
   2.06940      0.970362      0.970362
   2.01628      1.003391      1.003391
   1.96315      1.037016      1.037016
   1.91003      1.069372      1.069372
   1.85691      1.096142      1.096142
   1.80378      1.105236      1.105236
   1.75066      1.076949      1.076949
   1.69754      1.081062      1.081062
   1.64441      1.107445      1.107445
   1.59129      1.127820      1.127820
   1.53817      1.142550      1.142550
   1.48504      1.148748      1.148748
   1.43192      1.133482      1.133482
   1.37879      1.091829      1.091829
   1.37879      1.091829      1.091829
   1.35223      1.112766      1.112766
   1.32567      1.125608      1.125608
   1.29911      1.126340      1.126340
   1.27255      1.115586      1.115586
   1.24599      1.096834      1.096834
   1.21942      1.073080      1.073080
   1.19286      1.046668      1.046668
   1.16630      1.019979      1.019979
   1.13974      0.995776      0.995776
   1.11318      0.987878      0.987878
   1.08661      0.992793      0.992793
   1.06005      0.998866      0.998866
   1.03349      1.005453      1.005454
   1.00693      1.011964      1.011964
   0.98037      1.017899      1.017899
   0.95381      1.022871      1.022872
   0.92724      1.026604      1.026604
   0.90068      1.028913      1.028913
   0.87412      1.029694      1.029694
   0.87412      1.029694      1.029694
   0.82811      1.027895      1.027895
   0.78211      1.022669      1.022669
   0.73610      1.051349      1.051349
   0.69010      1.083663      1.083663
   0.64409      1.097450      1.097450
   0.59808      1.092780      1.092780
   0.55208      1.076867      1.076866
   0.50607      1.055296      1.055296
   0.46006      1.031203      1.031203
   0.41406      1.006294      1.006294
   0.36805      0.981506      0.981506
   0.32204      0.957351      0.957351
   0.27604      0.934008      0.934008
   0.23003      0.911241      0.911241
   0.18403      0.888302      0.888302
   0.13802      0.864397      0.864397
   0.09201      0.840364      0.840364
   0.04601      0.821080      0.821080
   0.00000      0.813631      0.813631
 
# Band-Index:   23
   0.00000      1.943695      1.943695
   0.04601      1.956141      1.956141
   0.09201      1.822743      1.822743
   0.13802      1.688768      1.688768
   0.18403      1.581432      1.581432
   0.23003      1.511492      1.511492
   0.27604      1.481841      1.481841
   0.32204      1.487572      1.487572
   0.36805      1.516952      1.516952
   0.41406      1.554029      1.554029
   0.46006      1.581138      1.581139
   0.50607      1.582177      1.582177
   0.55208      1.548905      1.548905
   0.59808      1.487476      1.487476
   0.64409      1.417259      1.417259
   0.69010      1.361324      1.361324
   0.73610      1.331633      1.331633
   0.78211      1.321718      1.321718
   0.82811      1.320156      1.320156
   0.87412      1.320288      1.320288
   0.87412      1.320288      1.320288
   0.90068      1.320286      1.320286
   0.92724      1.320275      1.320275
   0.95381      1.320238      1.320238
   0.98037      1.320147      1.320146
   1.00693      1.319950      1.319950
   1.03349      1.319579      1.319579
   1.06005      1.318930      1.318930
   1.08661      1.317854      1.317854
   1.11318      1.316132      1.316132
   1.13974      1.313443      1.313443
   1.16630      1.309315      1.309315
   1.19286      1.303095      1.303095
   1.21942      1.294014      1.294014
   1.24599      1.281558      1.281558
   1.27255      1.266388      1.266388
   1.29911      1.251524      1.251525
   1.32567      1.241893      1.241893
   1.35223      1.239993      1.239993
   1.37879      1.243352      1.243352
   1.37879      1.243352      1.243352
   1.43192      1.247548      1.247548
   1.48504      1.260990      1.260990
   1.53817      1.262539      1.262539
   1.59129      1.257974      1.257974
   1.64441      1.247636      1.247636
   1.69754      1.233436      1.233436
   1.75066      1.221691      1.221691
   1.80378      1.230050      1.230050
   1.85691      1.271074      1.271074
   1.91003      1.333030      1.333030
   1.96315      1.410186      1.410186
   2.01628      1.501173      1.501173
   2.06940      1.585830      1.585830
   2.12252      1.564387      1.564387
   2.17565      1.588157      1.588157
   2.22877      1.666137      1.666137
   2.28190      1.793457      1.793457
   2.33502      1.943483      1.943490
   2.38814      1.943726      1.944499
 
# Band-Index:   24
   2.38814      2.027906      2.027904
   2.33502      1.997752      1.997722
   2.28190      1.964839      1.964837
   2.22877      1.897781      1.897781
   2.17565      1.809734      1.809734
   2.12252      1.708431      1.708431
   2.06940      1.602725      1.602725
   2.01628      1.634527      1.634527
   1.96315      1.690192      1.690192
   1.91003      1.734700      1.734700
   1.85691      1.754568      1.754568
   1.80378      1.742891      1.742891
   1.75066      1.700068      1.700068
   1.69754      1.632253      1.632253
   1.64441      1.548391      1.548391
   1.59129      1.457732      1.457734
   1.53817      1.369028      1.369029
   1.48504      1.292672      1.292672
   1.43192      1.253775      1.253775
   1.37879      1.243363      1.243363
   1.37879      1.243363      1.243363
   1.35223      1.250263      1.250263
   1.32567      1.260699      1.260699
   1.29911      1.274117      1.274117
   1.27255      1.290481      1.290481
   1.24599      1.310063      1.310063
   1.21942      1.333357      1.333357
   1.19286      1.361049      1.361049
   1.16630      1.394010      1.394010
   1.13974      1.433268      1.433268
   1.11318      1.479958      1.479958
   1.08661      1.535220      1.535220
   1.06005      1.600038      1.600038
   1.03349      1.674995      1.674995
   1.00693      1.759932      1.759932
   0.98037      1.853382      1.853382
   0.95381      1.951511      1.951511
   0.92724      2.045987      2.045987
   0.90068      2.120373      2.120373
   0.87412      2.150008      2.150008
   0.87412      2.150008      2.150008
   0.82811      2.146968      2.146968
   0.78211      2.137913      2.137913
   0.73610      2.123065      2.123065
   0.69010      2.102828      2.102828
   0.64409      2.077843      2.077843
   0.59808      2.049066      2.049066
   0.55208      2.017842      2.017842
   0.50607      1.986014      1.986014
   0.46006      1.955961      1.955961
   0.41406      1.930527      1.930527
   0.36805      1.912732      1.912732
   0.32204      1.905179      1.905179
   0.27604      1.909294      1.909294
   0.23003      1.924610      1.924610
   0.18403      1.948490      1.948490
   0.13802      1.976376      1.976376
   0.09201      2.002522      2.002522
   0.04601      2.003422      2.003422
   0.00000      2.027905      2.027905
